subscriber_id,tenure_months,plan_tier,billing_cycle,country,payment_method,auto_renew,multi_profile,engagement_cohort,watch_hours_last_7d,watch_hours_last_30d,watch_hours_last_90d,distinct_titles_7d,distinct_titles_30d,distinct_titles_90d,days_since_last_login,logins_last_30d,support_tickets_7d,support_tickets_30d,support_tickets_90d,payment_failures_30d,payment_failures_90d,payment_failures_180d,days_since_plan_change,promo_active,days_until_promo_expires,monthly_revenue,churned_next_30d
2015423,3,Basic,monthly,UK,credit_card,True,False,heavy,20.87,72.3,186.9,15,50,131,0,28,0,1,2,0,0,0,-1,False,-1,9.0,0
2015424,11,Standard,monthly,UK,paypal,False,False,regular,3.55,15.2,45.4,2,7,32,5,9,0,0,0,0,1,1,-1,False,-1,14.0,0
2015425,2,Basic,monthly,US,credit_card,True,False,casual,0.57,2.3,6.5,1,1,6,6,8,0,0,0,1,1,1,-1,False,-1,9.0,1
2015426,0,Premium,monthly,US,paypal,False,False,heavy,5.65,28.3,94.9,3,19,66,2,29,0,0,1,0,0,0,227,False,-1,19.0,0
2015427,15,Standard,monthly,US,credit_card,True,False,regular,1.22,5.5,17.2,0,6,13,2,13,0,0,0,0,0,0,-1,False,-1,14.0,0
2015428,0,Basic,monthly,Other,credit_card,True,False,casual,0.69,3.4,11.0,2,4,6,1,5,0,0,0,0,0,0,-1,False,-1,9.0,0
2015429,10,Standard,monthly,Other,credit_card,True,False,regular,2.99,12.9,38.7,2,7,27,9,14,0,0,0,1,1,1,-1,False,-1,14.0,0
2015430,1,Standard,monthly,US,credit_card,True,True,regular,1.62,5.6,14.3,2,5,11,3,11,0,0,1,0,0,0,137,False,-1,14.0,0
2015431,4,Standard,monthly,US,credit_card,False,False,regular,5.28,25.6,83.5,5,16,61,0,17,0,0,0,0,0,0,-1,True,49,14.0,0
2015432,21,Premium,annual,US,credit_card,True,False,heavy,3.13,15.0,48.6,2,11,33,1,16,0,0,0,0,0,0,23,False,-1,19.0,0
2015433,21,Premium,monthly,UK,gift_card,True,True,regular,1.61,6.0,16.5,0,7,11,0,13,0,0,0,0,0,0,-1,False,-1,19.0,0
2015434,2,Basic,monthly,US,credit_card,True,False,casual,1.64,5.8,15.2,2,2,10,2,4,0,0,0,0,0,0,-1,False,-1,9.0,1
2015435,0,Basic,monthly,Other,credit_card,False,False,regular,1.33,8.9,36.2,1,5,23,0,20,0,0,0,0,0,0,-1,False,-1,9.0,1
2015436,3,Basic,monthly,US,credit_card,True,False,casual,1.47,7.0,22.5,0,3,17,0,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2015437,19,Standard,monthly,US,credit_card,False,True,regular,3.63,12.6,32.8,3,13,22,1,15,0,0,0,0,0,0,-1,False,-1,14.0,0
2015438,13,Premium,annual,US,credit_card,True,False,regular,3.61,14.0,39.2,4,10,28,12,9,0,0,0,0,0,0,-1,True,10,19.0,0
2015439,2,Standard,monthly,US,gift_card,True,True,regular,1.01,7.9,35.8,1,7,27,6,15,1,1,1,0,0,0,-1,False,-1,14.0,1
2015440,9,Basic,monthly,US,credit_card,True,False,regular,2.89,7.8,17.1,4,2,14,9,14,0,0,0,0,0,0,263,False,-1,9.0,0
2015441,4,Premium,annual,US,credit_card,True,True,regular,2.9,8.4,19.3,1,9,15,7,18,0,0,0,0,0,0,-1,False,-1,19.0,0
2015442,8,Standard,monthly,Other,gift_card,True,False,regular,1.65,4.1,8.5,0,4,5,1,16,0,0,0,0,0,0,-1,False,-1,14.0,0
2015443,6,Basic,monthly,UK,gift_card,True,False,casual,2.29,6.9,16.3,2,6,12,0,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2015444,12,Premium,monthly,CA,credit_card,True,True,regular,6.03,25.6,76.1,4,17,53,1,19,0,0,0,0,0,0,-1,True,57,19.0,0
2015445,1,Basic,monthly,US,credit_card,True,True,regular,0.52,5.5,30.6,1,4,19,5,12,0,0,0,0,0,0,-1,False,-1,9.0,0
2015446,18,Standard,monthly,US,credit_card,True,True,regular,1.26,9.4,41.3,1,4,28,8,10,0,0,0,0,0,0,-1,False,-1,14.0,0
2015447,2,Standard,monthly,Other,credit_card,True,True,regular,3.4,15.9,50.7,2,11,36,2,14,0,0,0,0,0,0,-1,False,-1,14.0,0
2015448,14,Premium,monthly,US,credit_card,True,False,heavy,1.19,7.7,30.5,2,5,19,3,27,0,0,0,0,0,1,-1,False,-1,19.0,0
2015449,3,Basic,monthly,CA,credit_card,True,False,regular,6.99,15.8,30.2,4,9,18,0,11,0,0,0,0,0,0,-1,False,-1,9.0,0
2015450,51,Basic,annual,Other,credit_card,True,True,regular,7.08,23.0,56.8,5,15,37,4,14,0,0,0,0,0,0,54,False,-1,9.0,0
2015451,16,Standard,monthly,UK,credit_card,True,False,regular,2.7,14.8,52.8,5,10,38,1,15,0,0,1,0,0,0,-1,False,-1,14.0,0
2015452,1,Premium,monthly,US,credit_card,True,True,heavy,8.43,48.4,178.3,7,33,122,32,8,0,0,0,0,0,1,-1,False,-1,19.0,0
2015453,0,Basic,monthly,US,credit_card,True,False,regular,2.76,10.6,29.5,2,9,20,4,17,0,0,0,0,0,0,65,False,-1,9.0,0
2015454,33,Basic,annual,US,credit_card,True,False,regular,4.36,21.3,69.8,3,16,49,2,17,0,0,0,0,0,0,-1,False,-1,9.0,0
2015455,3,Premium,monthly,US,paypal,False,True,heavy,13.84,34.5,70.8,9,25,53,2,34,0,0,0,0,0,0,-1,True,12,19.0,0
2015456,15,Standard,annual,CA,credit_card,True,False,casual,0.54,2.8,9.8,1,5,3,2,6,0,0,0,0,0,0,-1,False,-1,14.0,0
2015457,5,Basic,annual,Other,credit_card,True,False,regular,5.11,26.1,88.5,5,18,61,0,11,0,0,0,0,0,0,247,False,-1,9.0,0
2015458,19,Basic,monthly,AU,paypal,False,False,casual,0.58,3.4,12.7,0,2,7,9,4,0,0,0,0,0,0,77,True,26,9.0,1
2015459,49,Standard,monthly,US,credit_card,True,False,casual,0.85,3.6,10.6,0,1,9,9,3,0,0,0,0,0,1,-1,False,-1,14.0,0
2015460,24,Standard,annual,US,credit_card,True,True,casual,0.29,0.8,1.6,0,2,0,14,5,0,0,0,0,0,0,-1,False,-1,14.0,0
2015461,4,Standard,monthly,US,paypal,False,False,heavy,4.58,26.4,97.7,4,18,70,0,25,0,0,0,0,0,0,-1,False,-1,14.0,0
2015462,9,Standard,monthly,Other,credit_card,True,False,regular,1.83,8.0,24.6,0,5,15,4,17,0,1,2,0,0,0,-1,False,-1,14.0,0
2015463,7,Basic,monthly,US,credit_card,True,False,heavy,6.03,12.1,21.2,5,8,17,6,30,0,0,0,0,0,0,-1,False,-1,9.0,0
2015464,12,Premium,monthly,UK,credit_card,True,True,regular,2.96,16.0,56.3,2,13,37,10,22,0,0,0,0,0,0,-1,False,-1,19.0,0
2015465,0,Basic,monthly,Other,credit_card,True,False,regular,2.03,13.8,56.9,2,10,39,3,13,0,0,0,0,0,0,42,False,-1,9.0,0
2015466,4,Premium,annual,Other,credit_card,True,True,regular,4.21,23.2,83.1,2,15,56,1,11,0,0,0,0,0,0,-1,False,-1,19.0,0
2015467,6,Basic,monthly,US,paypal,True,True,heavy,9.26,38.5,113.2,7,27,78,3,20,0,0,0,0,0,0,38,False,-1,9.0,0
2015468,15,Basic,annual,Other,paypal,True,True,regular,3.51,12.2,31.4,3,10,23,16,16,0,0,0,0,0,0,-1,False,-1,9.0,0
2015469,4,Basic,monthly,US,credit_card,True,True,regular,3.42,17.0,56.7,2,10,42,0,19,0,0,0,0,0,0,-1,False,-1,9.0,0
2015470,11,Basic,annual,Other,credit_card,True,True,regular,0.59,2.6,7.9,0,3,10,25,4,0,0,1,0,0,0,-1,False,-1,9.0,0
2015471,4,Standard,monthly,US,credit_card,True,False,regular,4.06,17.5,52.6,2,12,39,0,11,0,0,0,0,0,0,-1,False,-1,14.0,0
2015472,16,Standard,annual,US,paypal,True,True,regular,1.08,8.0,35.4,3,4,26,0,14,0,0,0,0,0,1,-1,False,-1,14.0,0
2015473,24,Premium,annual,AU,paypal,True,True,regular,5.11,14.1,31.1,4,11,24,1,11,0,0,0,0,0,0,347,False,-1,19.0,0
2015474,7,Standard,monthly,US,paypal,True,True,casual,0.36,1.3,3.6,2,0,5,4,2,0,0,0,0,0,0,-1,False,-1,14.0,0
2015475,13,Standard,annual,Other,credit_card,True,True,regular,1.58,4.2,8.9,0,6,7,1,9,0,0,0,0,1,1,-1,False,-1,14.0,0
2015476,26,Basic,annual,US,credit_card,True,True,regular,0.36,1.7,5.7,0,2,2,3,13,0,0,0,0,0,0,-1,False,-1,9.0,0
2015477,8,Premium,monthly,US,credit_card,True,True,regular,17.44,40.6,79.5,13,30,53,16,4,0,0,0,1,1,1,120,False,-1,19.0,0
2015478,1,Basic,monthly,UK,paypal,True,False,regular,1.78,11.3,44.4,1,8,30,8,13,0,0,0,0,0,0,25,False,-1,9.0,0
2015479,47,Basic,annual,AU,credit_card,True,True,regular,1.82,12.0,48.5,0,10,33,3,17,0,0,0,0,0,0,-1,False,-1,9.0,0
2015480,22,Basic,annual,US,credit_card,True,True,casual,0.88,3.7,11.1,1,1,7,4,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2015481,10,Basic,monthly,UK,credit_card,True,False,regular,0.72,5.7,26.1,0,6,16,15,4,0,0,1,0,0,0,-1,False,-1,9.0,0
2015482,3,Standard,monthly,US,paypal,True,False,heavy,4.04,30.8,138.1,3,22,96,9,23,1,1,2,0,0,0,-1,True,22,14.0,0
2015483,0,Basic,monthly,US,credit_card,False,True,regular,0.99,3.9,10.9,0,4,9,11,17,0,0,1,0,0,0,-1,False,-1,9.0,0
2015484,26,Basic,monthly,US,credit_card,True,False,regular,2.72,11.3,33.1,3,7,26,1,15,0,0,0,0,0,0,-1,False,-1,9.0,0
2015485,7,Premium,monthly,US,gift_card,True,True,casual,0.11,0.5,1.4,2,0,3,0,6,0,0,1,0,0,1,89,False,-1,19.0,0
2015486,12,Basic,annual,US,credit_card,True,False,regular,0.53,4.0,18.2,1,6,16,3,13,0,0,0,0,0,0,335,False,-1,9.0,0
2015487,2,Standard,annual,UK,paypal,True,False,regular,2.18,15.1,63.3,0,11,43,18,5,0,0,0,0,0,0,264,False,-1,14.0,0
2015488,10,Basic,monthly,US,credit_card,True,True,heavy,11.73,54.6,173.7,8,36,124,0,28,0,0,0,0,0,0,-1,False,-1,9.0,0
2015489,3,Premium,monthly,US,credit_card,True,True,regular,1.81,11.2,43.6,1,10,29,5,13,0,0,0,0,0,0,-1,False,-1,19.0,0
2015490,30,Standard,annual,US,credit_card,True,True,regular,6.05,25.0,73.1,2,18,55,0,9,0,0,1,0,0,0,-1,False,-1,14.0,0
2015491,19,Basic,monthly,AU,paypal,True,True,regular,1.41,7.3,24.8,3,5,16,6,14,0,0,0,0,0,0,-1,True,30,9.0,0
2015492,10,Premium,annual,Other,credit_card,True,True,regular,10.3,30.8,71.8,5,22,52,0,21,0,0,0,0,0,0,-1,False,-1,19.0,0
2015493,7,Standard,monthly,UK,credit_card,True,True,regular,20.28,50.1,102.1,15,36,71,2,15,0,0,1,0,0,0,-1,False,-1,14.0,0
2015494,9,Basic,monthly,UK,credit_card,True,False,casual,1.84,5.9,14.4,2,3,8,1,4,0,0,0,0,0,0,-1,False,-1,9.0,1
2015495,0,Standard,monthly,US,paypal,True,True,heavy,2.45,9.9,28.7,3,9,19,17,25,0,0,0,0,0,0,-1,False,-1,14.0,0
2015496,3,Standard,annual,US,paypal,True,False,regular,3.59,24.1,99.4,1,14,71,13,9,0,0,0,0,0,0,123,False,-1,14.0,0
2015497,31,Basic,annual,AU,credit_card,True,True,heavy,4.74,35.0,153.7,3,21,108,5,25,0,0,0,0,0,0,-1,False,-1,9.0,0
2015498,20,Basic,annual,US,credit_card,True,False,regular,4.0,16.3,47.4,3,11,29,4,15,0,0,0,0,0,0,-1,False,-1,9.0,0
2015499,11,Basic,monthly,Other,paypal,True,True,regular,4.76,15.4,38.0,3,11,27,7,13,0,0,0,0,0,0,-1,False,-1,9.0,0
2015500,16,Standard,annual,UK,paypal,True,True,heavy,2.11,9.5,29.7,1,6,19,1,25,0,0,0,0,0,0,-1,False,-1,14.0,0
2015501,0,Premium,monthly,US,credit_card,False,False,heavy,6.81,31.2,97.9,3,22,66,3,27,0,0,0,0,0,0,-1,False,-1,19.0,0
2015502,1,Standard,monthly,Other,paypal,False,True,regular,1.3,4.6,12.2,1,0,8,4,23,0,0,0,0,0,0,-1,True,10,14.0,0
2015503,4,Premium,monthly,Other,credit_card,True,True,regular,2.73,12.6,39.8,0,9,26,0,18,0,0,0,0,0,0,-1,True,18,19.0,0
2015504,2,Basic,monthly,US,credit_card,True,False,casual,1.03,3.0,7.0,0,2,7,5,8,0,0,0,0,0,0,-1,False,-1,9.0,0
2015505,8,Standard,annual,CA,gift_card,True,False,regular,1.29,11.4,56.4,1,7,38,4,16,0,0,0,0,0,1,-1,False,-1,14.0,0
2015506,1,Premium,monthly,Other,paypal,True,False,regular,1.32,5.4,15.6,2,1,11,19,5,0,1,2,0,0,0,-1,False,-1,19.0,0
2015507,12,Standard,monthly,UK,paypal,True,False,regular,9.55,30.0,72.4,7,23,49,31,4,0,0,3,0,0,0,-1,False,-1,14.0,0
2015508,0,Basic,monthly,Other,paypal,True,True,regular,1.63,7.6,24.3,0,7,18,0,11,0,0,0,0,0,0,-1,False,-1,9.0,0
2015509,10,Basic,annual,US,credit_card,True,False,regular,1.91,9.8,33.6,1,7,24,7,16,0,1,1,0,0,0,-1,False,-1,9.0,0
2015510,23,Basic,monthly,Other,gift_card,True,True,regular,3.16,19.4,74.7,1,14,55,9,11,0,0,0,0,0,0,-1,False,-1,9.0,0
2015511,2,Standard,monthly,CA,credit_card,True,False,regular,3.16,25.7,121.1,5,19,84,8,13,0,0,0,0,0,0,186,False,-1,14.0,0
2015512,10,Premium,monthly,US,credit_card,True,False,regular,2.72,8.8,21.7,3,6,17,5,18,0,0,0,0,0,0,-1,False,-1,19.0,0
2015513,5,Basic,monthly,US,credit_card,True,True,regular,3.41,9.2,20.1,3,3,10,21,13,0,1,1,0,0,0,-1,False,-1,9.0,0
2015514,0,Basic,monthly,CA,credit_card,True,True,regular,4.35,12.1,26.8,4,8,21,0,13,0,0,1,0,0,0,-1,False,-1,9.0,0
2015515,12,Basic,monthly,US,credit_card,False,False,regular,3.2,16.4,55.9,2,10,37,0,18,0,0,0,0,0,0,-1,False,-1,9.0,0
2015516,28,Standard,annual,US,credit_card,True,True,regular,3.14,12.4,35.2,2,8,29,1,19,0,0,0,0,0,0,-1,False,-1,14.0,0
2015517,3,Standard,monthly,US,paypal,True,False,regular,3.88,15.8,45.8,2,10,32,1,13,0,0,0,0,0,0,-1,False,-1,14.0,0
2015518,60,Basic,monthly,US,paypal,True,True,regular,1.06,4.2,11.8,2,4,8,8,13,0,0,0,0,0,0,2,False,-1,9.0,1
2015519,0,Standard,monthly,US,gift_card,True,True,casual,0.75,3.2,9.8,0,2,8,6,5,0,0,0,0,0,1,-1,False,-1,14.0,1
2015520,3,Basic,monthly,UK,credit_card,True,True,regular,12.69,32.6,68.3,7,24,46,0,19,0,1,1,0,0,0,-1,False,-1,9.0,0
2015521,26,Standard,monthly,UK,paypal,True,True,regular,0.8,3.7,11.9,0,1,10,0,11,0,0,0,0,0,0,-1,False,-1,14.0,0
2015522,5,Standard,monthly,US,credit_card,True,False,regular,5.86,26.8,84.2,4,18,58,3,14,0,0,0,0,0,0,151,False,-1,14.0,0
2015523,31,Basic,annual,CA,credit_card,True,False,regular,2.3,13.4,49.6,0,8,36,1,19,0,0,0,0,0,0,-1,True,28,9.0,0
2015524,0,Standard,annual,US,paypal,True,True,regular,3.41,9.1,19.7,2,8,11,0,8,0,1,2,0,0,0,-1,False,-1,14.0,0
2015525,28,Standard,monthly,Other,credit_card,True,True,regular,2.34,8.7,23.5,1,5,16,7,12,0,0,0,0,0,0,-1,False,-1,14.0,0
2015526,5,Standard,monthly,Other,gift_card,False,False,regular,4.5,17.2,47.7,4,11,32,0,14,0,0,2,0,0,0,-1,False,-1,14.0,1
2015527,13,Standard,monthly,Other,credit_card,False,True,regular,7.77,20.6,44.1,5,15,31,9,6,0,0,0,0,0,0,-1,False,-1,14.0,0
2015528,1,Standard,monthly,US,credit_card,True,False,regular,1.83,10.3,37.6,0,8,27,1,13,0,0,0,0,0,1,-1,False,-1,14.0,0
2015529,38,Basic,monthly,Other,gift_card,True,False,regular,1.84,9.0,29.6,3,7,21,2,10,0,0,0,0,0,0,-1,False,-1,9.0,0
2015530,1,Premium,annual,CA,credit_card,True,False,heavy,8.05,26.5,66.1,7,18,47,0,24,0,0,0,0,0,0,-1,False,-1,19.0,0
2015531,3,Premium,monthly,US,credit_card,True,False,regular,3.06,9.8,23.9,3,6,17,1,12,0,0,0,0,0,0,-1,False,-1,19.0,0
2015532,12,Basic,annual,Other,paypal,True,False,casual,0.38,2.0,6.9,0,4,6,28,0,0,0,1,0,0,0,-1,False,-1,9.0,1
2015533,6,Premium,monthly,US,credit_card,True,True,regular,1.28,5.9,18.6,0,3,12,1,14,0,1,1,0,0,0,-1,False,-1,19.0,0
2015534,18,Standard,monthly,UK,gift_card,True,False,casual,0.41,2.5,9.6,2,2,3,1,8,0,0,0,0,0,0,-1,False,-1,14.0,0
2015535,16,Basic,monthly,US,credit_card,True,False,regular,0.24,1.6,6.3,0,0,1,0,8,0,0,0,0,0,1,-1,False,-1,9.0,1
2015536,22,Standard,annual,US,credit_card,True,True,regular,4.61,11.4,23.2,3,7,15,1,18,0,0,0,0,0,0,-1,False,-1,14.0,0
2015537,24,Basic,annual,Other,credit_card,True,False,regular,2.28,17.5,78.8,1,12,55,2,12,0,0,0,0,0,0,-1,True,20,9.0,0
2015538,0,Standard,annual,UK,paypal,False,False,heavy,13.33,65.1,214.0,10,46,150,5,22,0,0,0,0,0,0,327,True,39,14.0,0
2015539,12,Premium,annual,CA,paypal,True,False,regular,2.33,12.7,45.1,1,12,37,3,17,0,0,0,0,0,0,-1,False,-1,19.0,0
2015540,6,Basic,monthly,US,credit_card,False,False,regular,9.5,24.3,50.8,6,19,32,7,19,0,0,0,0,0,0,-1,False,-1,9.0,0
2015541,4,Standard,monthly,Other,credit_card,False,True,casual,0.02,0.1,0.3,1,1,0,1,9,0,1,2,0,0,0,-1,False,-1,14.0,0
2015542,24,Basic,annual,US,credit_card,True,False,regular,8.63,28.3,70.5,7,21,49,3,14,0,0,0,0,0,0,-1,False,-1,9.0,0
2015543,6,Standard,monthly,US,paypal,True,False,casual,0.82,6.0,26.1,1,2,15,6,4,0,0,1,0,0,1,-1,False,-1,14.0,0
2015544,2,Premium,monthly,US,gift_card,True,True,regular,5.16,16.6,40.9,2,7,29,5,14,0,0,1,0,0,0,342,True,65,19.0,0
2015545,23,Basic,monthly,US,paypal,True,False,regular,4.99,16.0,39.1,3,13,27,4,13,0,0,0,0,0,0,-1,False,-1,9.0,0
2015546,11,Standard,monthly,AU,gift_card,True,False,regular,4.46,20.7,65.6,3,14,46,4,16,0,0,0,0,1,1,-1,False,-1,14.0,0
2015547,9,Basic,monthly,US,gift_card,True,False,heavy,0.94,5.5,20.8,0,3,12,1,33,0,0,0,0,0,2,-1,False,-1,9.0,0
2015548,1,Standard,annual,US,credit_card,True,True,regular,0.33,1.9,6.9,0,3,2,10,9,0,0,0,0,0,0,-1,False,-1,14.0,0
2015549,30,Standard,monthly,US,credit_card,True,False,regular,3.41,11.9,30.7,1,7,21,33,9,0,0,2,0,0,0,-1,True,73,14.0,1
2015550,4,Standard,monthly,US,credit_card,True,False,regular,9.18,34.0,92.0,5,24,70,2,21,0,0,0,0,0,0,-1,False,-1,14.0,0
2015551,8,Basic,annual,UK,credit_card,True,True,heavy,19.78,45.8,89.2,14,33,63,5,32,0,0,0,0,0,0,-1,False,-1,9.0,0
2015552,2,Standard,monthly,Other,paypal,True,False,regular,1.41,6.7,21.8,1,2,17,1,13,0,0,0,0,0,0,-1,False,-1,14.0,0
2015553,16,Standard,monthly,Other,paypal,True,False,casual,0.22,0.8,2.4,0,1,4,7,7,0,0,0,0,0,0,-1,False,-1,14.0,0
2015554,21,Standard,monthly,Other,credit_card,True,False,regular,0.87,6.1,25.9,1,4,16,7,18,0,0,0,0,0,0,72,False,-1,14.0,0
2015555,41,Standard,annual,UK,paypal,True,False,casual,2.04,8.6,25.4,1,6,16,3,7,0,0,0,0,0,1,-1,False,-1,14.0,0
2015556,19,Premium,monthly,Other,credit_card,True,False,regular,3.47,17.5,58.8,2,10,42,4,12,0,0,0,0,0,0,-1,False,-1,19.0,0
2015557,0,Basic,monthly,US,gift_card,True,False,regular,5.83,23.4,67.2,6,17,50,7,14,0,0,0,0,0,1,-1,True,5,9.0,0
2015558,3,Basic,monthly,US,credit_card,True,False,regular,6.42,18.2,41.0,5,12,29,1,14,0,0,0,0,0,0,-1,False,-1,9.0,0
2015559,3,Premium,annual,Other,credit_card,True,False,regular,1.2,9.0,40.0,0,4,22,2,10,0,0,0,0,0,0,-1,False,-1,19.0,0
2015560,4,Basic,monthly,AU,paypal,True,False,regular,1.97,10.4,35.9,1,7,23,1,18,0,0,1,0,0,0,-1,False,-1,9.0,0
2015561,4,Premium,monthly,US,paypal,True,True,regular,1.4,10.1,43.8,1,4,31,4,13,0,0,0,0,0,0,-1,True,60,19.0,0
2015562,42,Standard,annual,US,credit_card,True,False,casual,0.6,2.0,5.0,1,1,3,5,2,0,0,0,0,0,0,-1,False,-1,14.0,0
2015563,18,Premium,annual,US,credit_card,True,True,regular,6.05,18.0,41.8,3,13,27,7,11,0,0,0,0,0,0,64,False,-1,19.0,0
2015564,1,Standard,monthly,US,credit_card,True,False,regular,1.64,6.6,18.8,0,4,18,5,17,0,0,0,0,0,1,-1,False,-1,14.0,0
2015565,8,Premium,monthly,Other,credit_card,True,True,casual,0.42,2.3,8.3,0,2,3,5,4,0,0,1,0,0,0,-1,False,-1,19.0,0
2015566,1,Standard,monthly,US,gift_card,True,True,heavy,3.13,26.3,126.4,1,20,85,14,12,0,1,1,0,0,0,-1,False,-1,14.0,0
2015567,19,Standard,monthly,US,credit_card,False,False,regular,4.54,16.6,44.4,3,14,34,3,18,0,0,0,0,0,0,18,False,-1,14.0,0
2015568,1,Basic,monthly,US,paypal,True,False,regular,1.12,4.7,14.0,1,3,11,21,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2015569,13,Basic,monthly,CA,credit_card,True,False,regular,2.32,8.5,22.8,0,4,14,2,12,0,0,0,0,0,0,-1,False,-1,9.0,0
2015570,11,Basic,monthly,UK,paypal,True,False,regular,5.17,21.1,61.1,4,16,42,3,16,0,0,0,0,0,0,-1,True,56,9.0,0
2015571,10,Premium,monthly,US,gift_card,True,True,regular,2.72,13.4,44.5,1,9,31,2,16,0,1,1,0,0,0,-1,False,-1,19.0,0
2015572,3,Basic,monthly,US,credit_card,True,False,regular,6.94,22.4,55.2,5,15,40,8,19,0,0,0,0,0,0,-1,False,-1,9.0,0
2015573,1,Standard,monthly,US,gift_card,True,True,regular,2.29,13.7,52.1,3,8,38,14,7,0,0,0,0,0,0,-1,False,-1,14.0,0
2015574,38,Standard,annual,UK,paypal,True,False,regular,1.31,8.1,31.5,1,5,23,3,13,0,0,0,0,0,0,-1,False,-1,14.0,0
2015575,3,Basic,annual,US,credit_card,True,False,casual,0.2,0.8,2.3,0,0,2,2,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2015576,2,Premium,monthly,UK,credit_card,False,False,casual,0.21,1.7,8.2,1,0,4,3,2,0,0,0,0,0,0,-1,False,-1,19.0,1
2015577,8,Basic,monthly,US,paypal,True,True,regular,1.04,5.5,19.3,0,6,14,4,11,0,0,0,0,0,0,-1,False,-1,9.0,0
2015578,4,Standard,monthly,Other,credit_card,True,False,regular,1.14,8.8,39.8,0,4,28,2,15,0,0,0,0,0,0,-1,False,-1,14.0,1
2015579,8,Standard,monthly,AU,credit_card,True,False,regular,2.42,14.1,52.2,1,11,37,7,16,0,0,0,0,0,0,233,False,-1,14.0,0
2015580,10,Basic,annual,UK,credit_card,True,True,regular,3.32,13.8,40.5,3,8,28,0,14,1,1,2,0,0,0,-1,False,-1,9.0,0
2015581,3,Basic,annual,US,paypal,True,True,casual,0.07,0.5,2.5,0,0,3,0,7,0,1,2,0,0,0,-1,False,-1,9.0,0
2015582,8,Standard,monthly,US,credit_card,True,True,regular,2.1,9.7,30.7,2,8,21,0,9,0,0,0,0,0,0,-1,False,-1,14.0,0
2015583,3,Basic,monthly,US,paypal,True,False,regular,1.43,7.1,23.5,3,5,13,14,4,0,0,0,0,0,0,-1,False,-1,9.0,0
2015584,0,Premium,monthly,US,credit_card,True,True,regular,3.84,17.9,56.7,3,12,42,8,14,0,0,0,0,0,0,-1,False,-1,19.0,0
2015585,2,Standard,monthly,US,gift_card,True,True,regular,4.96,20.5,60.1,6,13,46,0,14,1,1,2,1,1,1,-1,False,-1,14.0,0
2015586,2,Basic,annual,UK,credit_card,True,False,regular,2.19,14.5,59.1,1,13,40,2,16,0,0,1,0,0,0,-1,False,-1,9.0,0
2015587,5,Basic,annual,Other,credit_card,True,False,heavy,4.26,25.4,96.0,4,16,67,5,30,0,0,0,0,0,0,-1,False,-1,9.0,0
2015588,7,Basic,monthly,US,credit_card,True,False,regular,3.1,11.3,30.4,2,7,19,5,20,0,0,0,0,0,0,-1,False,-1,9.0,0
2015589,0,Standard,monthly,Other,paypal,True,False,regular,17.91,43.6,87.9,13,33,63,2,15,0,0,0,0,0,0,-1,False,-1,14.0,0
2015590,11,Standard,annual,US,credit_card,True,False,heavy,5.88,34.4,128.2,5,24,91,9,26,0,0,0,0,0,0,-1,False,-1,14.0,0
2015591,4,Basic,monthly,US,credit_card,False,False,regular,3.52,11.8,29.7,0,8,20,0,16,0,0,0,0,0,0,-1,False,-1,9.0,0
2015592,4,Standard,monthly,US,paypal,True,True,regular,0.9,5.7,22.7,2,5,15,6,20,0,0,0,0,0,1,-1,True,19,14.0,0
2015593,23,Standard,annual,US,credit_card,True,True,regular,5.46,18.9,49.0,6,13,38,0,16,0,0,0,0,0,0,-1,False,-1,14.0,0
2015594,9,Standard,annual,UK,credit_card,True,False,regular,0.69,3.9,14.2,0,0,8,2,13,0,0,0,0,0,0,-1,True,31,14.0,0
2015595,7,Basic,monthly,US,credit_card,False,True,regular,2.76,13.8,46.4,3,8,31,3,20,0,0,0,0,0,0,71,False,-1,9.0,0
2015596,4,Basic,monthly,US,credit_card,True,False,regular,5.01,18.2,48.6,4,11,34,11,18,0,0,0,0,0,0,-1,False,-1,9.0,0
2015597,19,Basic,monthly,CA,paypal,True,False,regular,0.33,1.8,6.5,0,1,2,7,14,0,0,0,0,0,0,-1,False,-1,9.0,0
2015598,5,Standard,monthly,US,paypal,True,False,heavy,16.01,52.9,132.2,11,36,96,5,33,0,0,0,1,1,1,-1,False,-1,14.0,0
2015599,4,Standard,monthly,US,credit_card,True,True,heavy,2.77,19.6,83.5,2,13,56,28,15,0,0,0,0,0,0,-1,True,84,14.0,0
2015600,29,Basic,annual,Other,credit_card,True,False,regular,1.17,4.9,14.6,1,1,10,1,7,0,0,0,0,0,0,-1,False,-1,9.0,0
2015601,4,Basic,monthly,US,credit_card,True,False,casual,0.08,0.4,1.6,0,1,0,0,6,0,0,0,0,0,0,-1,False,-1,9.0,1
2015602,2,Standard,monthly,CA,credit_card,True,True,regular,2.6,17.1,69.2,4,13,48,19,7,0,0,0,0,0,0,-1,False,-1,14.0,1
2015603,4,Basic,annual,CA,credit_card,True,True,regular,2.8,14.5,49.9,2,9,36,12,23,0,0,0,0,0,0,66,False,-1,9.0,0
